"South","China","Malay","Japan","Singa","Austr","Belgi","Denma","Finla","Franc","Greec","Irela","Israe","Italy","Luxem","Portu","Spain","Swede","Unite","Chile","Canad","USA","Colom","Brazi","Qatar","Germa","Nethe"
0.196984841041233,0.549251948742204,-0.0434870822394246,-0.621894257741926,0.304751881259333,0.713705711905067,0.781455149973324,0.487383185806843,0.685767918876059,0.841807463789884,0.560493996452802,0.676220754365692,0.604647713998733,0.847962002132453,1,0.295484196892619,0.747471261927331,-0.462057158116797,0.816374958763798,0.164751587587008,0.565675723527501,0.432735870231965,0.3843604554025,0.549727513787084,0.10676984976929,0.803906645861352,0.806043397115483
0.677114258798052,0.263457562051708,-0.264114087344246,-0.177906001595622,-0.395007263008184,-0.276555766375266,0.0707037543000759,0.193884133823726,0.307831459221623,0.557803866412941,-0.194836866186378,0.542253652136185,0.651045960579716,0.210080753251798,0.295484196892619,1,0.648340581867714,-0.777490562768881,0.369063796767665,0.553457563236963,0.382876829813144,0.856789580155941,0.494941746765362,0.24974980527707,-0.868501333826176,0.432128539168819,0.482503859663249
0.358578948723738,0.439951311033142,-0.121974830485431,-0.54722108751111,0.0144632667702122,0.37673446515167,0.736790418508672,0.503890815580704,0.39803395466074,0.906620515389683,0.397905984896636,0.923892108484771,0.910871216773213,0.658878668975185,0.747471261927331,0.648340581867714,1,-0.697730011978004,0.893308116472401,0.354807149949115,0.556910964820715,0.637199699014735,0.371619724141154,0.532267167979381,-0.435293185766641,0.793954385488546,0.910195301664951
-0.634388031741231,0.0195071017610354,0.590084741644617,0.610066560192195,0.574802267804525,0.0411004973868889,-0.153429263534582,-0.0623451834000097,-0.192013055533648,-0.578333316493562,0.179929119059159,-0.51211966725173,-0.565201989886513,-0.261254743452225,-0.462057158116797,-0.777490562768881,-0.697730011978004,1,-0.404757296813243,-0.257671317465832,0.102806701389293,-0.463387375965472,-0.12047335528528,-0.0146230877166502,0.802891077605701,-0.378575763587694,-0.514259099249875
0.190527208752279,0.595211666513317,0.0908684023696072,-0.478991373302437,0.346754114425615,0.660550823825094,0.930132051666759,0.701501045395384,0.488842980956969,0.951658453808806,0.729078503105242,0.945206146458781,0.823989291406459,0.855895776454358,0.816374958763798,0.369063796767665,0.893308116472401,-0.404757296813243,1,0.36556114491346,0.807642286981649,0.545619227308334,0.526565091158642,0.713543070146233,0.0466454645542249,0.855905246771803,0.945695469460155
0.405238930074816,0.484051043782112,0.569073162268417,0.325673051184938,0.070198130169438,-0.0170947789214212,0.189328287201233,0.662864979359779,0.235495805695999,0.219450578726273,0.268089291540045,0.390327414955244,0.395068161943154,0.237266857371439,0.164751587587008,0.553457563236963,0.354807149949115,-0.257671317465832,0.36556114491346,1,0.427603459396087,0.745341081235808,0.783873139840879,0.643832155257895,-0.39743522562476,0.527182259574221,0.457924262654862
0.419650602068824,0.76069719204733,0.404733328146857,0.0364278892312062,0.644549418541582,0.636220410142269,0.827791456164366,0.769668822612206,-0.00617626807899679,0.737777496849123,0.518871499243081,0.703600891576055,0.562893032091488,0.790314127732759,0.565675723527501,0.382876829813144,0.556910964820715,0.102806701389293,0.807642286981649,0.427603459396087,1,0.684251152189511,0.764082072499077,0.86224396372651,0.502194079574073,0.738443956901759,0.671974736732165
0.791789635385521,0.785590376808682,0.43092577451761,0.28090692873646,-0.131438622085413,0.161910867320952,0.330547717531714,0.61717513847866,-0.123471266220982,0.575216089308951,0.147139304959515,0.624986344293759,0.693307597593141,0.548162214463141,0.432735870231965,0.856789580155941,0.637199699014735,-0.463387375965472,0.545619227308334,0.745341081235808,0.684251152189511,1,0.831531350057506,0.731745197428511,-0.616096886899405,0.707689637428185,0.609515543363581
0.355598661570042,0.678029915913272,0.392738616580088,0.269918349333409,0.0628388444319978,0.315287926055139,0.425068043287762,0.701569163226971,0.471558621387627,0.37039488590362,0.617510403416188,0.524923892645373,0.499134232697236,0.439404794461257,0.3843604554025,0.494941746765362,0.371619724141154,-0.12047335528528,0.526565091158642,0.783873139840879,0.764082072499077,0.831531350057506,1,0.851608241206423,0.100793580740613,0.649390081712091,0.474640050032307
0.191308650105248,0.873233427998343,0.51964956144801,0.289658564811225,0.762429930842341,0.523488866296346,0.711310524866951,0.787456341110193,-0.0574797352217772,0.610731449222146,0.723747385514482,0.673754534942591,0.605220485224178,0.69769377204071,0.549727513787084,0.24974980527707,0.532267167979381,-0.0146230877166502,0.713543070146233,0.643832155257895,0.86224396372651,0.731745197428511,0.851608241206423,1,0.712115357735652,0.726586514785814,0.639261986482476
-0.453232976393509,0.716512655676563,0.792052201529545,0.342515037949723,0.762717232210301,0.743673235871054,0.276697193138217,0.621188220588939,0.485813876620641,-0.343331428229939,0.665924074854843,-0.188420954091598,-0.330069065688127,0.146184178131479,0.10676984976929,-0.868501333826176,-0.435293185766641,0.802891077605701,0.0466454645542249,-0.39743522562476,0.502194079574073,-0.616096886899405,0.100793580740613,0.712115357735652,1,0.169305377661445,-0.132229120746351
0.41088419818197,0.660102090587182,0.341749533852651,-0.138692401417329,0.404358788353445,0.584989744218856,0.719411662251603,0.825546123225781,-0.0511227620006042,0.758911361346708,0.574001434164234,0.777353326818536,0.755523099503168,0.725018214627741,0.803906645861352,0.432128539168819,0.793954385488546,-0.378575763587694,0.855905246771803,0.527182259574221,0.738443956901759,0.707689637428185,0.649390081712091,0.726586514785814,0.169305377661445,1,0.906615429631291
0.266714325934709,0.532169503734227,0.129665133975875,-0.538641478154729,0.323133781680444,0.548412512358348,0.819671434707905,0.713349272570279,0.602455991440214,0.876141442161866,0.593919430245412,0.910347119052711,0.864105901964917,0.745210841974128,0.806043397115483,0.482503859663249,0.910195301664951,-0.514259099249875,0.945695469460155,0.457924262654862,0.671974736732165,0.609515543363581,0.474640050032307,0.639261986482476,-0.132229120746351,0.906615429631291,1
